ROWNUM;STATION;X;Y;LINE;STATUS;VESTIBULE;MODE_EVEN;MODE_ODD;BPA_NUM;ESC_DATE_CHANGE;ESC_TYPE;ESC_HEIGHT;ESC_NUM;BPA_TYPE;GLOBALID;
341;"Октябрьское поле";"37,49244687";"55,79432556";"Таганско-Краснопресненская";"Действующая";"Октябрьское поле";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85312109";
342;"Октябрьское поле";"37,49425364";"55,79280721";"Таганско-Краснопресненская";"Действующая";"Октябрьское поле";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85312110";
343;"Октябрьское поле";"37,49474678";"55,79265829";"Таганско-Краснопресненская";"Действующая";"Октябрьское поле";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85312111";
344;"Октябрьское поле";"37,49490746";"55,79306079";"Таганско-Краснопресненская";"Действующая";"Октябрьское поле";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85312112";
345;"Октябрьское поле";"37,49505972";"55,79285197";"Таганско-Краснопресненская";"Действующая";"Октябрьское поле";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85312113";
346;"Орехово";"37,69612609";"55,61239411";"Замоскворецкая";"Действующая";"Орехово";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-42-00. по второму пути: 5-56-30; последний поезд по первому пути: 1-08-00. по второму пути: 1-51-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-42-00. по второму пути: 5-41-50; последний поезд по первому пути: 1-08-00. по второму пути: 1-51-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85312114";
347;"Орехово";"37,69344025";"55,61378573";"Замоскворецкая";"Действующая";"Орехово";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-42-00. по второму пути: 5-56-30; последний поезд по первому пути: 1-08-00. по второму пути: 1-51-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-42-00. по второму пути: 5-41-50; последний поезд по первому пути: 1-08-00. по второму пути: 1-51-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85312115";
348;"Орехово";"37,69408984";"55,61421245";"Замоскворецкая";"Действующая";"Орехово";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-42-00. по второму пути: 5-56-30; последний поезд по первому пути: 1-08-00. по второму пути: 1-51-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-42-00. по второму пути: 5-41-50; последний поезд по первому пути: 1-08-00. по второму пути: 1-51-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85312116";
349;"Новокосино";"37,86265975";"55,74384006";"Калининская";"Действующая";"Новокосино";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-40-00. по второму пути: 6-04-30; последний поезд по первому пути: 1-03-00. по второму пути: 1-24-30";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-40-00. по второму пути: 6-04-30; последний поезд по первому пути: 1-03-00. по второму пути: 1-24-30";"2";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 2 малофункциональные (билеты на 1 и 2 поездки)";"85312093";
350;"Новокосино";"37,86247006";"55,74410753";"Калининская";"Действующая";"Новокосино";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-40-00. по второму пути: 6-04-30; последний поезд по первому пути: 1-03-00. по второму пути: 1-24-30";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-40-00. по второму пути: 6-04-30; последний поезд по первому пути: 1-03-00. по второму пути: 1-24-30";"2";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 2 малофункциональные (билеты на 1 и 2 поездки)";"85312094";
351;"Новокосино";"37,86162594";"55,74540743";"Калининская";"Действующая";"Новокосино";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35";"2";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 2 малофункциональные (билеты на 1 и 2 поездки)";"85312095";
352;"Чертановская";"37,6081876";"55,63984615";"Серпуховско-Тимирязевская";"Действующая";"Чертановская";"в четные дни: открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55; в нечетные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55";"в нечетные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-31-00. по второму пути: 6-08-00; последний поезд по первому пути: 1-15-00. по второму пути: 1-49-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85312333";
353;"Пушкинская";"37,60774162";"55,76586603";"Таганско-Краснопресненская";"Действующая";"Пушкинская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-46-00. по второму пути: 5-58-00; последний поезд по первому пути: 1-28-00. по второму пути: 1-27-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-53-00. по второму пути: 5-59-00; последний поезд по первому пути: 1-28-00. по второму пути: 1-27-00";"4";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)";"85312334";
354;"Пушкинская";"37,6082466";"55,76607856";"Таганско-Краснопресненская";"Действующая";"Пушкинская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-46-00. по второму пути: 5-58-00; последний поезд по первому пути: 1-28-00. по второму пути: 1-27-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-35; 1й поезд по 1му пути: 5-53-00. по второму пути: 5-59-00; последний поезд по первому пути: 1-28-00. по второму пути: 1-27-00";"4";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)";"85312335";
355;"Чеховская";"37,60844103";"55,76577381";"Серпуховско-Тимирязевская";"Действующая";"Чеховская";"в четные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-50; 1й поезд по 1му пути: 5-54-00. по второму пути: 5-46-00; последний поезд по первому пути: 1-36-30. по второму пути: 1-27-30";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-50; 1й поезд по 1му пути: 5-54-00. по второму пути: 5-46-00; последний поезд по первому пути: 1-36-30. по второму пути: 1-27-30";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85312336";
356;"ВДНХ";"37,63995527";"55,82030674";"Калужско-Рижская";"Действующая";"ВДНХ";"в четные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"3 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)";"85311880";
357;"ВДНХ";"37,64071384";"55,81959532";"Калужско-Рижская";"Действующая";"ВДНХ";"в четные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"3 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)";"85311881";
358;"ВДНХ";"37,639609";"55,819939";"Калужско-Рижская";"Действующая";"ВДНХ";"в четные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"3 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)";"85311882";
359;"ВДНХ";"37,64111212";"55,81998641";"Калужско-Рижская";"Действующая";"ВДНХ";"в четные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-36-00; последний поезд по первому пути: 1-48-00. по второму пути: 1-14-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"3 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)";"85311883";
360;"ВДНХ";"37,64145014";"55,82232699";"Калужско-Рижская";"Действующая";"ВДНХ";"в четные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-55";"в нечетные дни открытие: 5-30. закрытие на вход: 1-00. закрытие на выход: 1-55";"3";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 3 малофункциональные (билеты на 1 и 2 поездки)";"85311884";
361;"Войковская";"37,49958531";"55,81788214";"Замоскворецкая";"Действующая";"Войковская";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-47-00; последний поезд по первому пути: 1-49-00. по второму пути: 1-08-00";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-47-00; последний поезд по первому пути: 1-50-00. по второму пути: 1-08-00";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311895";
362;"Волгоградский проспект";"37,68520462";"55,72560261";"Таганско-Краснопресненская";"Действующая";"Волгоградский проспект";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45; 1й поезд по 1му пути: 5-58-00. по второму пути: 5-45-40; последний поезд по первому пути: 1-39-00. по второму пути: 1-16-00";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45; 1й поезд по 1му пути: 5-52-40. по второму пути: 5-45-40; последний поезд по первому пути: 1-39-00. по второму пути: 1-16-00";"4";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)";"85311896";
363;"Волгоградский проспект";"37,68891985";"55,72416831";"Таганско-Краснопресненская";"Действующая";"Волгоградский проспект";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-45";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311897";
364;"Волжская";"37,75130342";"55,69159303";"Люблинская";"Действующая";"Волжская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36; 1й поезд по 1му пути: 6-03-10. по второму пути: 5-42-30; последний поезд по первому пути: 1-31-00. по второму пути: 1-19-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36; 1й поезд по 1му пути: 6-02-30. по второму пути: 5-43-00; последний поезд по первому пути: 1-31-00. по второму пути: 1-19-00";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311898";
365;"Волжская";"37,75164779";"55,69149484";"Люблинская";"Действующая";"Волжская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36; 1й поезд по 1му пути: 6-03-10. по второму пути: 5-42-30; последний поезд по первому пути: 1-31-00. по второму пути: 1-19-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36; 1й поезд по 1му пути: 6-02-30. по второму пути: 5-43-00; последний поезд по первому пути: 1-31-00. по второму пути: 1-19-00";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311899";
366;"Волжская";"37,75495028";"55,69074395";"Люблинская";"Действующая";"Волжская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311900";
367;"Волжская";"37,75636968";"55,69071951";"Люблинская";"Действующая";"Волжская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-36";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311901";
368;"Волоколамская";"37,3817157";"55,83640171";"Арбатско-Покровская";"Действующая";"Волоколамская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 2-05; 1й поезд по 1му пути: 6-09-20. по второму пути: 5-48-00; последний поезд по первому пути: 2-00-20. по второму пути: 1-05-45";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 2-05; 1й поезд по 1му пути: 6-09-20. по второму пути: 5-43-30; последний поезд по первому пути: 2-00-20. по второму пути: 1-05-45";"4";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)";"85311902";
369;"Волоколамская";"37,3836694";"55,83466992";"Арбатско-Покровская";"Действующая";"Волоколамская";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 2-05; 1й поезд по 1му пути: 6-09-20. по второму пути: 5-48-00; последний поезд по первому пути: 2-00-20. по второму пути: 1-05-45";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 2-05; 1й поезд по 1му пути: 6-09-20. по второму пути: 5-43-30; последний поезд по первому пути: 2-00-20. по второму пути: 1-05-45";"4";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 4 малофункциональные (билеты на 1 и 2 поездки)";"85311903";
370;"Воробьевы горы";"37,55850228";"55,70986793";"Сокольническая";"Действующая";"Воробьевы горы";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-40";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-40";"1";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 1 малофункциональные (билеты на 1 и 2 поездки)";"85311904";
371;"Воробьевы горы";"37,56074973";"55,71167098";"Сокольническая";"Действующая";"Воробьевы горы";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-40";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 1-40";"1";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 1 малофункциональные (билеты на 1 и 2 поездки)";"85311905";
372;"Владыкино";"37,58937589";"55,84612658";"Серпуховско-Тимирязевская";"Действующая";"Владыкино";"в четные дни открытие: 5-20. закрытие на вход: 1-00. закрытие на выход: 1-52; 1й поезд по 1му пути: 6-10-00. по второму пути: 5-30-40; последний поезд по первому пути: 1-52-00. по второму пути: 1-12-00";"в нечетные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-52; 1й поезд по 1му пути: 6-10-00. по второму пути: 5-29-00; последний поезд по первому пути: 1-52-00. по второму пути: 1-12-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85311885";
373;"Владыкино";"37,59047346";"55,84822338";"Серпуховско-Тимирязевская";"Действующая";"Владыкино";"в четные дни открытие: 5-20. закрытие на вход: 1-00. закрытие на выход: 1-52";"в нечетные дни открытие: 5-25. закрытие на вход: 1-00. закрытие на выход: 1-52";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85311886";
374;"Водный Стадион";"37,48610725";"55,84070492";"Замоскворецкая";"Действующая";"Водный Стадион";"в четные дни открытие: 6-30. закрытие на вход: 22-30. закрытие на выход: 22-30";"в нечетные дни открытие: 6-30. закрытие на вход: 22-30. закрытие на выход: 22-30";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311887";
375;"Водный Стадион";"37,48751325";"55,83903639";"Замоскворецкая";"Действующая";"Водный Стадион";"в четные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 2-00; 1й поезд по 1му пути: 6-01-00. по второму пути: 5-51-00; последний поезд по первому пути: 1-53-00. по второму пути: 1-05-00";"в нечетные дни открытие: 5-35. закрытие на вход: 1-00. закрытие на выход: 2-00; 1й поезд по 1му пути: 6-01-00. по второму пути: 5-44-00; последний поезд по первому пути: 1-53-00. по второму пути: 1-05-00";"6";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 6 малофункциональные (билеты на 1 и 2 поездки)";"85311888";
376;"Войковская";"37,49798146";"55,81803907";"Замоскворецкая";"Действующая";"Войковская";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311889";
377;"Войковская";"37,49659";"55,81978079";"Замоскворецкая";"Действующая";"Войковская";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311890";
378;"Войковская";"37,49777692";"55,82008728";"Замоскворецкая";"Действующая";"Войковская";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311891";
379;"Войковская";"37,4979696";"55,81814519";"Замоскворецкая";"Действующая";"Войковская";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-47-00; последний поезд по первому пути: 1-49-00. по второму пути: 1-08-00";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-47-00; последний поезд по первому пути: 1-50-00. по второму пути: 1-08-00";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311892";
380;"Войковская";"37,49817825";"55,81790159";"Замоскворецкая";"Действующая";"Войковская";"в четные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-47-00; последний поезд по первому пути: 1-49-00. по второму пути: 1-08-00";"в нечетные дни открытие: 5-40. закрытие на вход: 1-00. закрытие на выход: 1-55; 1й поезд по 1му пути: 5-57-00. по второму пути: 5-47-00; последний поезд по первому пути: 1-50-00. по второму пути: 1-08-00";"5";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"Замена или длительный ремонт не запланированы";"0 полнофункциональные (все типы билетов); 5 малофункциональные (билеты на 1 и 2 поездки)";"85311893";
